Firm,Date,Price,CVol,Change,% Change,% Return,Total Return (Gross),Cumulative Return %,Open,High,Low,Cumulative Change %
HLS,12/31/19,2.76,26071637,-0.31,-10.09771987,-10.09771559,2.8298142,6.785441509,2.85,3.12,2.76,4.150943396
HLS,11/29/19,3.07,26883720,-0.01,-0.324675325,-0.324673762,3.1476555,18.77945283,3.15,3.23,2.9,15.8490566
HLS,10/31/19,3.08,19701280,-0.14,-4.347826087,-4.347835042,3.1579084,19.16635472,3.28,3.28,3.02,16.22641509
HLS,09/30/19,3.22,25972287,0.01,0.31152648,0.311527994,3.30145,24.58301887,3.21,3.315,3.1,21.50943396
HLS,08/30/19,3.21,61336650,0.28,9.556313993,10.72767514,3.291197,24.19611321,3.24,3.31,2.75,21.13207547
HLS,07/31/19,2.93,28729908,-0.09,-2.98013245,-2.98012991,2.9723346,12.16356981,2.93,3.14,2.87,10.56603774
HLS,06/28/19,3.02,26080156,-0.14,-4.430379747,-4.430379451,3.0636349,15.60886415,3.06,3.315,3,13.96226415
HLS,05/31/19,3.16,23467197,0.04,1.282051282,1.282056224,3.2056577,20.96821509,3.16,3.22,2.91,19.24528302
HLS,04/30/19,3.12,32203615,0.49,18.63117871,18.63116942,3.1650796,19.43696604,3.15,3.16,2.6100001,17.73584906
HLS,03/29/19,2.63,34413098,-0.15,-5.395683453,-4.028776978,2.668,0.679245283,2.68,2.9,2.6100001,-0.754716981
HLS,02/28/19,2.78,30859742,-0.13,-4.467353952,-4.467353952,2.78,4.905660377,2.8,2.98,2.67,4.905660377
HLS,01/31/19,2.91,44232780,0.68,30.49327354,30.49327354,2.91,9.811320755,2.94,2.94,2.24,9.811320755
HLS,12/31/18,2.23,30862098,-0.42,-15.8490566,-15.8490566,2.23,-15.8490566,2.32,2.72,2.19,-15.8490566
HLS,11/30/18,2.65,63031668,0,0,0,2.65,0,2.63,2.845,2.32,0
HLS,10/31/18,2.65,65977740,,,,2.65,,2.63,3.165,2.3899999,
MYX,10/29/20,0.305,3063954,-0.085,-21.79487179,-21.79487179,0.305,-72.76785714,0.305,0.4,0.305,-72.76785714
MYX,09/30/20,0.39,54243830,0.055,16.41791045,16.41791045,0.39,-65.17857143,0.39,0.4,0.32,-65.17857143
MYX,08/31/20,0.335,78437970,-0.06,-15.18987342,-15.18987342,0.335,-70.08928571,0.33,0.39,0.33,-70.08928571
MYX,07/31/20,0.395,94623330,0.01,2.597402597,2.597402597,0.395,-64.73214286,0.395,0.455,0.385,-64.73214286
MYX,06/30/20,0.385,247815800,-0.04,-9.411764706,-9.411764706,0.385,-65.625,0.38,0.477,0.33,-65.625
MYX,05/29/20,0.425,154768140,0.01,2.409638554,2.409638554,0.425,-62.05357143,0.455,0.475,0.38,-62.05357143
MYX,04/30/20,0.415,162658360,0.105,33.87096774,33.87096774,0.415,-62.94642857,0.4,0.435,0.29,-62.94642857
MYX,03/31/20,0.31,249696770,-0.015,-4.615384615,-4.615384615,0.31,-72.32142857,0.35,0.355,0.195,-72.32142857
MYX,02/28/20,0.325,111366195,-0.13,-28.57142857,-28.57142857,0.325,-70.98214286,0.33,0.46,0.307,-70.98214286
MYX,01/31/20,0.455,72419980,0.02,4.597701149,4.597701149,0.455,-59.375,0.46,0.485,0.43,-59.375
MYX,12/31/19,0.435,73129234,-0.03,-6.451612903,-6.451612903,0.435,-61.16071429,0.465,0.465,0.425,-61.16071429
MYX,11/29/19,0.465,116845030,-0.05,-9.708737864,-9.708737864,0.465,-58.48214286,0.45,0.585,0.44,-58.48214286
MYX,10/31/19,0.515,173721900,-0.005,-0.961538462,-0.961538462,0.515,-54.01785714,0.53,0.645,0.51,-54.01785714
MYX,09/30/19,0.52,110345010,0.075,16.85393258,16.85393258,0.52,-53.57142857,0.5,0.54,0.43,-53.57142857
MYX,08/30/19,0.445,108801266,-0.085,-16.03773585,-16.03773585,0.445,-60.26785714,0.465,0.53,0.44,-60.26785714
MYX,07/31/19,0.53,106203270,0.02,3.921568627,3.921568627,0.53,-52.67857143,0.52,0.555,0.475,-52.67857143
MYX,06/28/19,0.51,115104760,-0.045,-8.108108108,-8.108108108,0.51,-54.46428571,0.525,0.555,0.475,-54.46428571
MYX,05/31/19,0.555,195501270,-0.145,-20.71428571,-20.71428571,0.555,-50.44642857,0.56,0.74,0.55,-50.44642857
MYX,04/30/19,0.7,110871910,0.005,0.71942446,0.71942446,0.7,-37.5,0.68,0.705,0.63,-37.5
MYX,03/29/19,0.695,142783140,-0.005,-0.714285714,-0.714285714,0.695,-37.94642857,0.69,0.74,0.65,-37.94642857
MYX,02/28/19,0.7,123879200,-0.105,-13.04347826,-13.04347826,0.7,-37.5,0.695,0.85,0.69,-37.5
MYX,01/31/19,0.805,102826160,0.03,3.870967742,3.870967742,0.805,-28.125,0.82,0.88,0.735,-28.125
MYX,12/31/18,0.775,108376030,-0.205,-20.91836735,-20.91836735,0.775,-30.80357143,0.8,1.005,0.725,-30.80357143
MYX,11/30/18,0.98,138196080,-0.14,-12.5,-12.5,0.98,-12.5,0.98,1.155,0.925,-12.5
MYX,10/31/18,1.12,148573100,,,,1.12,,1.14,1.33,1.02,
NAN,10/29/20,5.25,802606,-0.43,-7.570422535,-7.570422535,5.25,75,5.36,5.885,5.25,75
NAN,09/30/20,5.68,27970834,-0.38,-6.270627063,-6.270627063,5.68,89.33333333,5.83,6.24,5.68,89.33333333
NAN,08/31/20,6.06,36503406,-0.13,-2.100161551,-2.100161551,6.06,102,5.93,6.98,5.8,102
NAN,07/31/20,6.19,17078879,-0.63,-9.237536657,-9.237536657,6.19,106.3333333,6.45,6.9700003,5.98,106.3333333
NAN,06/30/20,6.82,21244477,-0.41,-5.670816044,-5.670816044,6.82,127.3333333,6.87,7.41,6.35,127.3333333
NAN,05/29/20,7.23,16162359,0.32,4.630969609,4.630969609,7.23,141,7,7.28,6.43,141
NAN,04/30/20,6.91,24683170,1.31,23.39285714,23.39285714,6.91,130.3333333,6.74,6.93,5.73,130.3333333
NAN,03/31/20,5.6,52579020,-1.1,-16.41791045,-16.41791045,5.6,86.66666667,5.75,6.9,4.01,86.66666667
NAN,02/28/20,6.7,22867797,-0.24,-3.458213256,-3.458213256,6.7,123.3333333,6.7,7.73,6.2,123.3333333
NAN,01/31/20,6.94,15084786,0.59,9.291338583,9.291338583,6.94,131.3333333,6.92,7.37,6.18,131.3333333
NAN,12/31/19,6.35,17523370,-0.32,-4.797601199,-4.797601199,6.35,111.6666667,6.36,6.985,6.27,111.6666667
NAN,11/29/19,6.67,23778200,-0.13,-1.911764706,-1.911764706,6.67,122.3333333,6.82,7.6,6.62,122.3333333
NAN,10/31/19,6.8,21350357,0.49,7.765451664,7.765451664,6.8,126.6666667,6.62,7.16,5.95,126.6666667
NAN,09/30/19,6.31,28011957,-0.36,-5.397301349,-5.397301349,6.31,110.3333333,6.44,7.1,5.98,110.3333333
NAN,08/30/19,6.67,35183473,1.16,21.05263158,21.05263158,6.67,122.3333333,6.44,6.85,4.56,122.3333333
NAN,07/31/19,5.51,25648310,-0.11,-1.957295374,-1.957295374,5.51,83.66666667,5.5,5.83,5,83.66666667
NAN,06/28/19,5.62,33765703,1.12,24.88888889,24.88888889,5.62,87.33333333,5.62,6.085,4.08,87.33333333
NAN,05/31/19,4.5,22650482,-0.44,-8.906882591,-8.906882591,4.5,50,4.33,4.98,4.23,50
NAN,04/30/19,4.94,17459082,0.58,13.30275229,13.30275229,4.94,64.66666667,5.01,5.02,4.27,64.66666667
NAN,03/29/19,4.36,28236310,0.21,5.060240964,5.060240964,4.36,45.33333333,4.34,4.58,3.9850001,45.33333333
NAN,02/28/19,4.15,23494883,0.81,24.25149701,24.25149701,4.15,38.33333333,4.18,4.43,3.26,38.33333333
NAN,01/31/19,3.34,17996754,0.5,17.6056338,17.6056338,3.34,11.33333333,3.25,3.34,2.74,11.33333333
NAN,12/31/18,2.84,19930137,-0.29,-9.265175719,-9.265175719,2.84,-5.333333333,2.83,3.26,2.65,-5.333333333
NAN,11/30/18,3.13,21702313,0.13,4.333333333,4.333333333,3.13,4.333333333,3.12,3.27,2.79,4.333333333
NAN,10/31/18,3,32201994,,,,3,,3,3.68,2.84,
PME,10/29/20,32.92,239392,5.85,21.61063908,21.61062724,33.278843,264.8995943,32.42,34.81,32.92,260.9649123
PME,09/30/20,27.07,8121347,1.12,4.315992293,4.556902749,27.365078,200.0556798,25.81,27.74,24.55,196.8201754
PME,08/31/20,25.95,8962720,2.03,8.486622074,8.486618481,26.172426,186.9783553,23.83,28,22.41,184.5394737
PME,07/31/20,23.92,6309455,-2.54,-9.599395314,-9.599387652,24.125027,164.5288048,26.5,27.69,23.34,162.2807018
PME,06/30/20,26.46,7574744,-2.37,-8.220603538,-8.220603767,26.686796,192.6183772,29,29.72,26.03,190.1315789
PME,05/29/20,28.83,8107609,2.67,10.20642202,10.20641652,29.07711,218.8279605,25.5,29.98,24.45,216.1184211
PME,04/30/20,26.16,7673452,6.73,34.63715903,34.63716554,26.384226,189.3007237,20,26.16,19.41,186.8421053
PME,03/31/20,19.43,15531323,-0.73,-3.621031746,-3.321712459,19.59654,114.8743421,19.72,21.8,14.5,113.0482456
PME,02/28/20,20.16,9163580,-3.84,-16,-16.00000332,20.269846,122.2570833,23.49,30.37,19.71,121.0526316
PME,01/31/20,24,6990509,1.65,7.382550336,7.382548245,24.13077,164.5917763,22.5,26.84,21.56,163.1578947
PME,12/31/19,22.35,8000460,-2.36,-9.550789154,-9.550781523,22.47178,146.4010965,24.71,25.51,20.75,145.0657895
PME,11/29/19,24.71,9726001,-1.95,-7.314328582,-7.314335722,24.844637,172.4192654,26.45,27.26,24.01,170.9429825
PME,10/31/19,26.66,7531341,-1.16,-4.169662114,-4.169660181,26.805264,193.9173684,28,32.14,26.45,192.3245614
PME,09/30/19,27.82,12042684,-8.99,-24.42271122,-24.30812561,27.971584,206.7059649,36.83,38.39,26.76,205.0438596
PME,08/30/19,36.81,11977146,6.06,19.70731707,19.70732288,36.95454,305.2032895,31.11,37.87,23.38,303.6184211
PME,07/31/19,30.75,4256183,5.46,21.58956109,21.58956471,30.870743,238.494989,25.99,31.43,24.86,237.1710526
PME,06/28/19,25.29,5085536,2.57,11.31161972,11.31161831,25.389303,178.3914803,22.58,26.81,20.86,177.3026316
PME,05/31/19,22.72,3414490,2.28,11.15459883,11.15459551,22.809212,150.1010088,20.35,23.74,18.41,149.122807
PME,04/30/19,20.44,2795073,5.64,38.10810811,38.10811642,20.52026,125.0028509,14.79,20.52,14.7,124.122807
PME,03/29/19,14.8,4592263,1.05,7.636363636,8.059003636,14.858113,62.9179057,13.75,17.7,13.75,62.28070175
PME,02/28/19,13.75,2278711,1.64,13.54252684,13.54252684,13.75,50.76754386,12.13,14.97,12.13,50.76754386
PME,01/31/19,12.11,2543061,1.23,11.30514706,11.30514706,12.11,32.78508772,10.99,13.86,10.9,32.78508772
PME,12/31/18,10.88,1437518,0.79,7.829534192,7.829534192,10.88,19.29824561,10.12,11.22,9.84,19.29824561
PME,11/30/18,10.09,2174028,0.97,10.63596491,10.63596491,10.09,10.63596491,9.12,10.69,8.85,10.63596491
PME,10/31/18,9.12,3595558,,,,9.12,,12.5,12.61,8.73,
PNV,10/29/20,2.7,2878199,0.49,22.1719457,22.1719457,2.7,357.6271186,2.66,2.75,2.7,357.6271186
PNV,09/30/20,2.21,56049880,0,0,0,2.21,274.5762712,2.29,2.32,2.09,274.5762712
PNV,08/31/20,2.21,80951555,0.02,0.913242009,0.913242009,2.21,274.5762712,2.28,2.42,1.98,274.5762712
PNV,07/31/20,2.19,79592470,-0.35,-13.77952756,-13.77952756,2.19,271.1864407,2.28,2.76,2.12,271.1864407
PNV,06/30/20,2.54,76297650,-0.21,-7.636363636,-7.636363636,2.54,330.5084746,2.62,2.77,2.35,330.5084746
PNV,05/29/20,2.75,98737520,0.58,26.7281106,26.7281106,2.75,366.1016949,2.62,2.79,1.905,366.1016949
PNV,04/30/20,2.17,91763730,0.565,35.20249221,35.20249221,2.17,267.7966102,2.09,2.3,1.65,267.7966102
PNV,03/31/20,1.605,188873880,-0.685,-29.91266376,-29.91266376,1.605,172.0338983,1.79,2.72,1.275,172.0338983
PNV,02/28/20,2.29,100597620,-0.51,-18.21428571,-18.21428571,2.29,288.1355932,2.34,3.285,2.25,288.1355932
PNV,01/31/20,2.8,84123480,0.83,42.1319797,42.1319797,2.8,374.5762712,2.94,3,1.8,374.5762712
PNV,12/31/19,1.97,64055920,0.18,10.05586592,10.05586592,1.97,233.8983051,1.995,2.2,1.635,233.8983051
PNV,11/29/19,1.79,100408680,-0.47,-20.79646018,-20.79646018,1.79,203.3898305,1.87,2.46,1.74,203.3898305
PNV,10/31/19,2.26,61904316,0.12,5.607476636,5.607476636,2.26,283.0508475,2.23,2.66,2.09,283.0508475
PNV,09/30/19,2.14,112350750,0.11,5.418719212,5.418719212,2.14,262.7118644,2.15,2.41,2.03,262.7118644
PNV,08/30/19,2.03,81247730,0.43,26.875,26.875,2.03,244.0677966,2.11,2.22,1.25,244.0677966
PNV,07/31/19,1.6,60120027,0.06,3.896103896,3.896103896,1.6,171.1864407,1.615,1.87,1.42,171.1864407
PNV,06/28/19,1.54,38452668,0.34,28.33333333,28.33333333,1.54,161.0169492,1.53,1.5899999,1.205,161.0169492
PNV,05/31/19,1.2,40914810,0.165,15.94202899,15.94202899,1.2,103.3898305,1.205,1.215,0.97,103.3898305
PNV,04/30/19,1.035,35889742,0.285,38,38,1.035,75.42372881,1.005,1.075,0.745,75.42372881
PNV,03/29/19,0.75,22476754,-0.04,-5.063291139,-5.063291139,0.75,27.11864407,0.74,0.795,0.7,27.11864407
PNV,02/28/19,0.79,20524787,0.11,16.17647059,16.17647059,0.79,33.89830508,0.75,0.79,0.635,33.89830508
PNV,01/31/19,0.68,23309557,0.085,14.28571429,14.28571429,0.68,15.25423729,0.635,0.68,0.58,15.25423729
PNV,12/31/18,0.595,23724008,-0.005,-0.833333333,-0.833333333,0.595,0.847457627,0.6,0.62,0.56,0.847457627
PNV,11/30/18,0.6,25549660,0.01,1.694915254,1.694915254,0.6,1.694915254,0.59,0.617,0.51,1.694915254
PNV,10/31/18,0.59,18576309,,,,0.59,,0.59,0.622,0.55,
RHC,10/29/20,63.33,616653,-2.75,-4.161622276,-4.16161518,65.46238,16.4396656,62.77,69.93,63.33,12.64674493
RHC,09/30/20,66.08,11251904,1.02,1.567783584,1.567783176,68.30497,21.49585557,67.09,69.64,63.51,17.53824262
RHC,08/31/20,65.06,12460365,3.08,4.96934495,4.969344554,67.250626,19.62046603,65,68.46,61.21,15.72394166
RHC,07/31/20,61.98,11446278,-4.54,-6.825015033,-6.825007294,64.06692,13.95752401,62.94,67.73,61.385,10.24546425
RHC,06/30/20,66.52,15043465,-3.53,-5.039257673,-5.039268377,68.75978,22.30483814,65.94,70.32,63.07,18.32088225
RHC,05/29/20,70.05,15974872,7.44,11.88308577,11.88309366,72.408646,28.79517254,68.78,70.94,60.1,24.59978655
RHC,04/30/20,62.61,20893220,5.33,9.305167598,9.305161197,64.71813,15.11584845,63.9,68.15,56.1,11.3660619
RHC,03/31/20,57.28,22167912,-10.73,-15.7770916,-14.97820487,59.208668,5.316022768,59.14,70.64,46.12,1.885450018
RHC,02/28/20,68.01,9147075,-11.19,-14.12878788,-14.12877441,69.6394,23.86944148,71.61,80.93,67.9,20.97118463
RHC,01/31/20,79.2,7237320,6.67,9.196194678,9.19618674,81.09748,44.25023123,79.21,80.1,71.71,40.8751334
RHC,12/31/19,72.53,8264209,-0.45,-0.61660729,-0.616612383,74.267685,32.10189434,73.82,74.85,69.5,29.0110281
RHC,11/29/19,72.98,8896501,4.49,6.555701562,6.555713181,74.72847,32.9215048,73.32,73.77,68.71,29.811455
RHC,10/31/19,68.49,13379665,3.62,5.580391552,5.580387884,70.13089,24.74366773,69.04,70.58,63.71,21.82497332
RHC,09/30/19,64.87,44781098,-0.77,-1.173065204,0.249633407,66.424164,18.15041622,64.74,66.96,61.56,15.38598364
RHC,08/30/19,65.64,8726702,-7.14,-9.810387469,-9.810385377,66.25876,17.85620776,66.42,73.33,64.95,16.75560299
RHC,07/31/19,72.78,9468063,0.54,0.747508306,0.747506462,73.466064,30.67602988,72.51,74.12,70.69,29.45570971
RHC,06/28/19,72.24,7794180,2.41,3.451238723,3.451234291,72.920975,29.70646567,71.82,73.3,68.86,28.49519744
RHC,05/31/19,69.83,8388913,4.51,6.9044703,6.904471922,70.48826,25.3793312,69.84,70.81,62.63,24.20846674
RHC,04/30/19,65.32,6251937,0.97,1.507381507,1.507383391,65.935745,17.28165244,64.49,65.38,61.87,16.18641053
RHC,03/29/19,64.35,10739459,-0.43,-0.663785119,0.272615005,64.9566,15.54002134,64,65.88,62.26,14.46104589
RHC,02/28/19,64.78,7192498,8.06,14.21015515,14.21015515,64.78,15.22589826,62.11,65.29,56.22,15.22589826
RHC,01/31/19,56.72,7848640,-1.01,-1.749523645,-1.749523645,56.72,0.889363216,56.91,59.41,56.47,0.889363216
RHC,12/31/18,57.73,7093362,3.51,6.473625968,6.473625968,57.73,2.685876912,56.95,57.73,52.71,2.685876912
RHC,11/30/18,54.22,8088833,-2,-3.557452864,-3.557452864,54.22,-3.557452864,55.56,57.45,53.05,-3.557452864
RHC,10/31/18,56.22,9600099,,,,56.22,,56,56.535,51.89,
RMD,10/29/20,25.51,1191950,1.62,6.78107995,6.781083532,25.963577,75.42957432,25.51,26.22,25.51,72.36486486
RMD,09/30/20,23.89,25888479,-0.47,-1.929392447,-1.929397377,24.314772,64.289,24.1,25.45,23.1,61.41891892
RMD,08/31/20,24.36,40279027,-3.92,-13.86138614,-13.67972627,24.79313,67.52114865,24.55,29.07,24.18,64.59459459
RMD,07/31/20,28.28,18035201,0.74,2.687000726,2.686999002,28.722256,94.0692973,28.31,29.3,27.05,91.08108108
RMD,06/30/20,27.54,34038387,3.82,16.10455312,16.1045578,27.970684,88.99110811,27.59,27.69,22.89,86.08108108
RMD,05/29/20,23.72,29447785,0.32,1.367521368,1.533003993,24.090944,62.77664865,23.78,26.18,23.29,60.27027027
RMD,04/30/20,23.4,35952316,-1.29,-5.224787363,-5.224797871,23.727205,60.3189527,23.99,26.25,23.085,58.10810811
RMD,03/31/20,24.69,59900418,0.24,0.981595092,0.981595191,25.035246,69.15706757,24.84,26.66,18.1,66.82432432
RMD,02/28/20,24.45,21112463,-0.6,-2.395209581,-2.242139629,24.79189,67.51277027,24.41,26.6,23.74,65.2027027
RMD,01/31/20,25.05,14525022,3.15,14.38356164,14.38356724,25.360508,71.35478378,25.36,25.6,22.01,69.25675676
RMD,12/31/19,21.9,11921750,-0.28,-1.262398557,-1.262404123,22.171461,49.80716892,22.12,22.91,21.48,47.97297297
RMD,11/29/19,22.18,18816043,0.92,4.327375353,4.526516741,22.454933,51.72252027,22.22,22.3,20.56,49.86486486
RMD,10/31/19,21.26,24276730,1.43,7.211296016,7.211293633,21.482523,45.15218243,21.37,21.46,18.4,43.64864865
RMD,09/30/19,19.83,31157398,-0.76,-3.69111219,-3.691113379,20.037556,35.38889189,19.86,20.75,18.97,33.98648649
RMD,08/30/19,20.59,27188818,1.59,8.368421053,8.682565117,20.805511,40.57777703,20.48,20.7,18.23,39.12162162
RMD,07/31/19,19,28990324,1.83,10.65812464,10.65812287,19.143375,29.34712838,18.95,19.18,17.31,28.37837838
RMD,06/28/19,17.17,17000756,0.85,5.208333333,5.208338718,17.299566,16.88895946,17.15,17.72,16.12,16.01351351
RMD,05/31/19,16.32,24772787,1.65,11.24744376,11.50603855,16.443151,11.10237162,16.4,16.545,14.75,10.27027027
RMD,04/30/19,14.67,27606668,0.22,1.522491349,1.522497853,14.746422,-0.362013514,14.63,14.87,13.56,-0.878378378
RMD,03/29/19,14.45,43332605,-0.06,-0.413507926,-0.413510926,14.525275,-1.85625,14.51,14.76,13.62,-2.364864865
RMD,02/28/19,14.51,51631980,1.44,11.01759755,11.32145026,14.585588,-1.44872973,14.23,14.575,12.9,-1.959459459
RMD,01/31/19,13.07,52500473,-2.85,-17.90201005,-17.90201472,13.102226,-11.47144595,13.03,16.57,12.65,-11.68918919
RMD,12/31/18,15.92,39313914,0.93,6.204136091,6.204135354,15.959254,7.832797297,15.95,16.04,15.005,7.567567568
RMD,11/30/18,14.99,33769125,0.19,1.283783784,1.53352027,15.026961,1.53352027,15.05,15.08,13.88,1.283783784
RMD,10/31/18,14.8,40376613,,,,14.8,,14.81,16.04,13.75,
SHL,10/29/20,35.79,860200,2.63,7.931242461,7.931243648,37.94986,68.29206208,35.84,36.92,35.79,58.71396896
SHL,09/30/20,33.16,28424078,1.11,3.463338534,5.123186404,35.161144,55.92525055,33.35,34.16,31.11,47.05099778
SHL,08/31/20,32.05,31917870,-0.05,-0.15576324,-0.155765369,33.447563,48.32622173,32.2,38,31.94,42.1286031
SHL,07/31/20,32.1,29370473,1.67,5.488005258,5.488000034,33.499744,48.55762306,32.4,32.76,30.18,42.35033259
SHL,06/30/20,30.43,38851594,2.26,8.022719205,8.022718943,31.756924,40.82893126,30.5,30.72,27.24,34.94456763
SHL,05/29/20,28.17,33477336,0.98,3.604266274,3.604271128,29.398375,30.36973392,28.66,29.38,25.53,24.92239468
SHL,04/30/20,27.19,53526734,2.86,11.75503494,11.75503314,28.37564,25.83432373,27.2,27.4,22.01,20.57649667
SHL,03/31/20,24.33,67297445,-4.47,-15.52083333,-14.57662185,25.390928,12.59835033,24.74,31.31,20.06,7.893569845
SHL,02/28/20,28.8,26191865,-2.87,-9.062203979,-9.062208999,29.723629,31.812102,29.2,32.07,28.575,27.71618625
SHL,01/31/20,31.67,17895063,2.92,10.15652174,10.15652588,32.685673,44.94755211,31.4,31.75,28.59,40.44345898
SHL,12/31/19,28.75,22190370,-1.37,-4.548472776,-4.548477248,29.672026,31.58326386,29.02,30.62,28.47,27.49445676
SHL,11/29/19,30.12,22568623,1.58,5.536089699,5.536091783,31.085964,37.85349889,30.46,30.605,28.7,33.56984479
SHL,10/31/19,28.54,17828920,0.49,1.74688057,1.746889203,29.455292,30.62213747,28.74,29.35,27.57,26.5631929
SHL,09/30/19,28.05,24224223,-1.4,-4.753820034,-3.02762256,28.949575,28.37949002,28.11,29.69,27.625,24.3902439
SHL,08/30/19,29.45,24214630,1.41,5.02853067,5.028530534,29.853424,32.38768958,29.38,29.93,26.87,30.59866962
SHL,07/31/19,28.04,22017768,0.94,3.468634686,3.468639611,28.424109,26.04926386,27.9,28.32,26.95,24.345898
SHL,06/28/19,27.1,23846512,0.95,3.632887189,3.632888625,27.471231,21.8236408,27.2,28.03,25.535,20.17738359
SHL,05/31/19,26.15,21445996,0.5,1.949317739,1.949316667,26.508217,17.55306874,26.23,26.6,25.77,15.96452328
SHL,04/30/19,25.65,19022855,1.09,4.438110749,4.438108955,26.001368,15.30540133,25.59,25.9,24.17,13.74722838
SHL,03/29/19,24.56,23017380,0.44,1.824212272,3.219058872,24.896437,10.40548559,24.49,24.95,23.76,8.913525499
SHL,02/28/19,24.12,25309398,1.1,4.778453519,4.778453519,24.12,6.962305987,24.18,24.8,22.85,6.962305987
SHL,01/31/19,23.02,27840600,0.91,4.115784713,4.115784713,23.02,2.084257206,22.81,23.4,21.42,2.084257206
SHL,12/31/18,22.11,34135863,-0.69,-3.026315789,-3.026315789,22.11,-1.951219512,22.41,23.09,21.26,-1.951219512
SHL,11/30/18,22.8,24749320,0.25,1.10864745,1.10864745,22.8,1.10864745,23.1,23.52,21.3,1.10864745
SHL,10/31/18,22.55,21779889,,,,22.55,,22.28,25.45,22.03,
